GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,BLOCKA,CDA,AREANAME,C19001
"G1200190","1970","Florida","12","Clay","019",,,,,,,,,"Clay",6925850
"G1200210","1970","Florida","12","Collier","021",,,,,,,,,"Collier",14168250
"G1200230","1970","Florida","12","Columbia","023",,,,,"2680",,,,"Columbia",5303050
"G1200250","1970","Florida","12","Dade","025",,,,,"5000",,,,"Dade",608398850
"G1200270","1970","Florida","12","DeSoto","027",,,,,,,,,"De Soto",2564000
"G1200290","1970","Florida","12","Dixie","029",,,,,"5000",,,,"Dixie",966150
"G1200310","1970","Florida","12","Duval","031",,,,,"3600",,,,"Duval",199020700
"G1200330","1970","Florida","12","Escambia","033",,,,,"6080",,,,"Escambia",63177800
"G1200350","1970","Florida","12","Flagler","035",,,,,,,,,"Flagler",1553100
"G1200370","1970","Florida","12","Franklin","037",,,,,,,,,"Franklin",1492200
"G1200390","1970","Florida","12","Gadsden","039",,,,,,,,,"Gadsden",3994500
"G1200410","1970","Florida","12","Gilchrist","041",,,,,,,,,"Gilchrist",408500
"G1200430","1970","Florida","12","Glades","043",,,,,,,,,"Glades",743050
"G1200450","1970","Florida","12","Gulf","045",,,,,,,,,"Gulf",1628650
"G1200470","1970","Florida","12","Hamilton","047",,,,,,,,,"Hamilton",1282250
"G1200490","1970","Florida","12","Hardee","049",,,,,,,,,"Hardee",2288700
"G1200510","1970","Florida","12","Hendry","051",,,,,,,,,"Hendry",2774100
"G1200530","1970","Florida","12","Hernando","053",,,,,,,,,"Hernando",3756650
"G1200550","1970","Florida","12","Highlands","055",,,,,"6080",,,,"Highlands",7994150
"G1200570","1970","Florida","12","Hillsborough","057",,,,,"8280",,,,"Hillsborough",148362250
"G1200590","1970","Florida","12","Holmes","059",,,,,,,,,"Holmes",1086750
"G1200610","1970","Florida","12","Indian River","061",,,,,,,,,"Indian River",10474200
"G1200630","1970","Florida","12","Jackson","063",,,,,,,,,"Jackson",5180100
"G1200650","1970","Florida","12","Jefferson","065",,,,,,,,,"Jefferson",1107900
"G1200670","1970","Florida","12","Lafayette","067",,,,,,,,,"Lafayette",394550
"G1200690","1970","Florida","12","Lake","069",,,,,,,,,"Lake",22646700
"G1200710","1970","Florida","12","Lee","071",,,,,"8280",,,,"Lee",35630850
"G1200730","1970","Florida","12","Leon","073",,,,,"8240",,,,"Leon",39634350
"G1200750","1970","Florida","12","Levy","075",,,,,,,,,"Levy",2534950
"G1200770","1970","Florida","12","Liberty","077",,,,,,,,,"Liberty",530800
"G1200790","1970","Florida","12","Madison","079",,,,,,,,,"Madison",2050750
"G1200810","1970","Florida","12","Manatee","081",,,,,,,,,"Manatee",35159350
"G1200830","1970","Florida","12","Marion","083",,,,,,,,,"Marion",17194900
"G1200850","1970","Florida","12","Martin","085",,,,,,,,,"Martin",8824500
"G1200870","1970","Florida","12","Monroe","087",,,,,,,,,"Monroe",29133300
"G1200890","1970","Florida","12","Nassau","089",,,,,,,,,"Nassau",3397150
"G1200910","1970","Florida","12","Okaloosa","091",,,,,,,,,"Okaloosa",26113200
"G1200930","1970","Florida","12","Okeechobee","093",,,,,"8240",,,,"Okeechobee",2162000
"G1200950","1970","Florida","12","Orange","095",,,,,"5960",,,,"Orange",128666150
"G1200970","1970","Florida","12","Osceola","097",,,,,"5960",,,,"Osceola",6611200
"G1200990","1970","Florida","12","Palm Beach","099",,,,,"8960",,,,"Palm Beach",178664550
"G1201010","1970","Florida","12","Pasco","101",,,,,"8960",,,,"Pasco",20022550
"G1201030","1970","Florida","12","Pinellas","103",,,,,"8280",,,,"Pinellas",252092900
"G1201050","1970","Florida","12","Polk","105",,,,,,,,,"Polk",58151550
"G1201070","1970","Florida","12","Putnam","107",,,,,,,,,"Putnam",7529950
"G1201090","1970","Florida","12","St Johns","109",,,,,,,,,"St Johns",8235800
"G1201110","1970","Florida","12","St Lucie","111",,,,,"8280",,,,"St Lucie",13383650
"G1201130","1970","Florida","12","Santa Rosa","113",,,,,"6080",,,,"Santa Rosa",9233550
"G1201150","1970","Florida","12","Sarasota","115",,,,,"6080",,,,"Sarasota",57923250
"G1201170","1970","Florida","12","Seminole","117",,,,,"5960",,,,"Seminole",17119400
"G1201190","1970","Florida","12","Sumter","119",,,,,,,,,"Sumter",2597650
"G1201210","1970","Florida","12","Suwannee","121",,,,,,,,,"Suwannee",2452150
"G1201230","1970","Florida","12","Taylor","123",,,,,,,,,"Taylor",2625950
"G1201250","1970","Florida","12","Union","125",,,,,,,,,"Union",748250
"G1201270","1970","Florida","12","Volusia","127",,,,,,,,,"Volusia",66036150
"G1201290","1970","Florida","12","Wakulla","129",,,,,,,,,"Wakulla",635400
"G1201310","1970","Florida","12","Walton","131",,,,,,,,,"Walton",2214750
"G1201330","1970","Florida","12","Washington","133",,,,,"5960",,,,"Washington",1590350
"G1300010","1970","Georgia","13","Appling","001",,,,,,,,,"Appling",907250
"G1300030","1970","Georgia","13","Atkinson","003",,,,,,,,,"Atkinson",818900
"G1300050","1970","Georgia","13","Bacon","005",,,,,,,,,"Bacon",847100
"G1300070","1970","Georgia","13","Baker","007",,,,,,,,,"Baker",219400
"G1300090","1970","Georgia","13","Baldwin","009",,,,,,,,,"Baldwin",6502600
"G1300110","1970","Georgia","13","Banks","011",,,,,,,,,"Banks",547550
"G1300130","1970","Georgia","13","Barrow","013",,,,,,,,,"Barrow",2616750
"G1300150","1970","Georgia","13","Bartow","015",,,,,,,,,"Bartow",4838800
"G1300170","1970","Georgia","13","Ben Hill","017",,,,,,,,,"Ben Hill",2744650
"G1300190","1970","Georgia","13","Berrien","019",,,,,,,,,"Berrien",1644400
"G1300210","1970","Georgia","13","Bibb","021",,,,,"4680",,,,"Bibb",35431800
"G1300230","1970","Georgia","13","Bleckley","023",,,,,,,,,"Bleckley",2063650
"G1300250","1970","Georgia","13","Brantley","025",,,,,,,,,"Brantley",577650
"G1300270","1970","Georgia","13","Brooks","027",,,,,,,,,"Brooks",1816200
"G1300290","1970","Georgia","13","Bryan","029",,,,,,,,,"Bryan",659200
"G1300310","1970","Georgia","13","Bulloch","031",,,,,,,,,"Bulloch",7821650
"G1300330","1970","Georgia","13","Burke","033",,,,,,,,,"Burke",2367150
"G1300350","1970","Georgia","13","Butts","035",,,,,,,,,"Butts",1108150
"G1300370","1970","Georgia","13","Calhoun","037",,,,,,,,,"Calhoun",883550
"G1300390","1970","Georgia","13","Camden","039",,,,,,,,,"Camden",1730450
"G1300430","1970","Georgia","13","Candler","043",,,,,,,,,"Candler",738650
"G1300450","1970","Georgia","13","Carroll","045",,,,,,,,,"Carroll",8916600
"G1300470","1970","Georgia","13","Catoosa","047",,,,,,,,,"Catoosa",3465700
"G1300490","1970","Georgia","13","Charlton","049",,,,,"4680",,,,"Charlton",730800
"G1300510","1970","Georgia","13","Chatham","051",,,,,"7520",,,,"Chatham",58220850
"G1300530","1970","Georgia","13","Chattahoochee","053",,,,,"1800",,,,"Chattahoochee",46062900
"G1300550","1970","Georgia","13","Chattooga","055",,,,,,,,,"Chattooga",2137850
"G1300570","1970","Georgia","13","Cherokee","057",,,,,,,,,"Cherokee",3252750
"G1300590","1970","Georgia","13","Clarke","059",,,,,,,,,"Clarke",28240850
"G1300610","1970","Georgia","13","Clay","061",,,,,"1800",,,,"Clay",469450
"G1300630","1970","Georgia","13","Clayton","063",,,,,"0520",,,,"Clayton",18001150
"G1300650","1970","Georgia","13","Clinch","065",,,,,,,,,"Clinch",661750
"G1300670","1970","Georgia","13","Cobb","067",,,,,"0520",,,,"Cobb",49563650
"G1300690","1970","Georgia","13","Coffee","069",,,,,,,,,"Coffee",3305800
"G1300710","1970","Georgia","13","Colquitt","071",,,,,,,,,"Colquitt",4999650
"G1300730","1970","Georgia","13","Columbia","073",,,,,,,,,"Columbia",2059600
"G1300750","1970","Georgia","13","Cook","075",,,,,,,,,"Cook",1244500
"G1300770","1970","Georgia","13","Coweta","077",,,,,,,,,"Coweta",4299900
"G1300790","1970","Georgia","13","Crawford","079",,,,,,,,,"Crawford",508600
"G1300810","1970","Georgia","13","Crisp","081",,,,,,,,,"Crisp",2895700
"G1300830","1970","Georgia","13","Dade","083",,,,,,,,,"Dade",1017500
"G1300850","1970","Georgia","13","Dawson","085",,,,,,,,,"Dawson",265400
"G1300870","1970","Georgia","13","Decatur","087",,,,,,,,,"Decatur",3017700
"G1300890","1970","Georgia","13","DeKalb","089",,,,,"0520",,,,"De Kalb",134336900
"G1300910","1970","Georgia","13","Dodge","091",,,,,,,,,"Dodge",1361900
"G1300930","1970","Georgia","13","Dooly","093",,,,,"0520",,,,"Dooly",1193100
"G1300950","1970","Georgia","13","Dougherty","095",,,,,"0120",,,,"Dougherty",25029500
"G1300970","1970","Georgia","13","Douglas","097",,,,,,,,,"Douglas",2667600
"G1300990","1970","Georgia","13","Early","099",,,,,,,,,"Early",1580100
"G1301010","1970","Georgia","13","Echols","101",,,,,,,,,"Echols",168500
"G1301030","1970","Georgia","13","Effingham","103",,,,,,,,,"Effingham",1153900
"G1301050","1970","Georgia","13","Elbert","105",,,,,,,,,"Elbert",2440450
"G1301070","1970","Georgia","13","Emanuel","107",,,,,,,,,"Emanuel",2115000
"G1301090","1970","Georgia","13","Evans","109",,,,,,,,,"Evans",765950
"G1301110","1970","Georgia","13","Fannin","111",,,,,,,,,"Fannin",1421050
"G1301130","1970","Georgia","13","Fayette","113",,,,,,,,,"Fayette",1073950
"G1301150","1970","Georgia","13","Floyd","115",,,,,,,,,"Floyd",13858800
"G1301170","1970","Georgia","13","Forsyth","117",,,,,,,,,"Forsyth",2019000
"G1301190","1970","Georgia","13","Franklin","119",,,,,"0120",,,,"Franklin",1415450
"G1301210","1970","Georgia","13","Fulton","121",,,,,"0520",,,,"Fulton",330198500
"G1301230","1970","Georgia","13","Gilmer","123",,,,,,,,,"Gilmer",709500
"G1301250","1970","Georgia","13","Glascock","125",,,,,,,,,"Glascock",190650
"G1301270","1970","Georgia","13","Glynn","127",,,,,,,,,"Glynn",15239950
"G1301290","1970","Georgia","13","Gordon","129",,,,,,,,,"Gordon",3588000
"G1301310","1970","Georgia","13","Grady","131",,,,,,,,,"Grady",2182700
"G1301330","1970","Georgia","13","Greene","133",,,,,,,,,"Greene",1387550
"G1301350","1970","Georgia","13","Gwinnett","135",,,,,"0520",,,,"Gwinnett",7853200
"G1301370","1970","Georgia","13","Habersham","137",,,,,,,,,"Habersham",2592450
"G1301390","1970","Georgia","13","Hall","139",,,,,,,,,"Hall",7878050
"G1301410","1970","Georgia","13","Hancock","141",,,,,,,,,"Hancock",997450
"G1301430","1970","Georgia","13","Haralson","143",,,,,,,,,"Haralson",2058750
"G1301450","1970","Georgia","13","Harris","145",,,,,,,,,"Harris",1502200
"G1301470","1970","Georgia","13","Hart","147",,,,,,,,,"Hart",1518150
"G1301490","1970","Georgia","13","Heard","149",,,,,,,,,"Heard",476300
"G1301510","1970","Georgia","13","Henry","151",,,,,"0520",,,,"Henry",2121100
"G1301530","1970","Georgia","13","Houston","153",,,,,"4680",,,,"Houston",15217100
"G1301550","1970","Georgia","13","Irwin","155",,,,,,,,,"Irwin",1140650
"G1301570","1970","Georgia","13","Jackson","157",,,,,,,,,"Jackson",2600250
"G1301590","1970","Georgia","13","Jasper","159",,,,,,,,,"Jasper",791050
"G1301610","1970","Georgia","13","Jeff Davis","161",,,,,,,,,"Jeff Davis",784150
"G1301630","1970","Georgia","13","Jefferson","163",,,,,,,,,"Jefferson",1849700
"G1301650","1970","Georgia","13","Jenkins","165",,,,,,,,,"Jenkins",1175500
"G1301670","1970","Georgia","13","Johnson","167",,,,,,,,,"Johnson",1156400
"G1301690","1970","Georgia","13","Jones","169",,,,,,,,,"Jones",1509850
"G1301710","1970","Georgia","13","Lamar","171",,,,,,,,,"Lamar",1804200
"G1301730","1970","Georgia","13","Lanier","173",,,,,,,,,"Lanier",448400
"G1301750","1970","Georgia","13","Laurens","175",,,,,,,,,"Laurens",5449250
"G1301770","1970","Georgia","13","Lee","177",,,,,,,,,"Lee",943550
"G1301790","1970","Georgia","13","Liberty","179",,,,,,,,,"Liberty",7752150
"G1301810","1970","Georgia","13","Lincoln","181",,,,,,,,,"Lincoln",516550
"G1301830","1970","Georgia","13","Long","183",,,,,,,,,"Long",350350
"G1301850","1970","Georgia","13","Lowndes","185",,,,,,,,,"Lowndes",12799850
"G1301870","1970","Georgia","13","Lumpkin","187",,,,,,,,,"Lumpkin",1958700
"G1301890","1970","Georgia","13","McDuffie","189",,,,,,,,,"Mc Duffie",2266700
"G1301910","1970","Georgia","13","McIntosh","191",,,,,,,,,"Mc Intosh",923850
"G1301930","1970","Georgia","13","Macon","193",,,,,,,,,"Macon",1336150
"G1301950","1970","Georgia","13","Madison","195",,,,,,,,,"Madison",1265950
"G1301970","1970","Georgia","13","Marion","197",,,,,,,,,"Marion",740400
"G1301990","1970","Georgia","13","Meriwether","199",,,,,,,,,"Meriwether",2730550
"G1302010","1970","Georgia","13","Miller","201",,,,,,,,,"Miller",580450
"G1302050","1970","Georgia","13","Mitchell","205",,,,,,,,,"Mitchell",1899150
"G1302070","1970","Georgia","13","Monroe","207",,,,,,,,,"Monroe",1940250
"G1302090","1970","Georgia","13","Montgomery","209",,,,,,,,,"Montgomery",942950
"G1302110","1970","Georgia","13","Morgan","211",,,,,,,,,"Morgan",830250
"G1302130","1970","Georgia","13","Murray","213",,,,,"4680",,,,"Murray",919300
"G1302150","1970","Georgia","13","Muscogee","215",,,,,"1800",,,,"Muscogee",42503900
"G1302170","1970","Georgia","13","Newton","217",,,,,,,,,"Newton",3699100
"G1302190","1970","Georgia","13","Oconee","219",,,,,,,,,"Oconee",1159400
"G1302210","1970","Georgia","13","Oglethorpe","221",,,,,,,,,"Oglethorpe",677550
"G1302230","1970","Georgia","13","Paulding","223",,,,,,,,,"Paulding",1386800
"G1302250","1970","Georgia","13","Peach","225",,,,,,,,,"Peach",4011700
"G1302270","1970","Georgia","13","Pickens","227",,,,,,,,,"Pickens",880400
"G1302290","1970","Georgia","13","Pierce","229",,,,,,,,,"Pierce",702300
"G1302310","1970","Georgia","13","Pike","231",,,,,,,,,"Pike",846700
"G1302330","1970","Georgia","13","Polk","233",,,,,,,,,"Polk",3946900
"G1302350","1970","Georgia","13","Pulaski","235",,,,,,,,,"Pulaski",935900
"G1302370","1970","Georgia","13","Putnam","237",,,,,,,,,"Putnam",1654050
"G1302390","1970","Georgia","13","Quitman","239",,,,,,,,,"Quitman",209900
"G1302410","1970","Georgia","13","Rabun","241",,,,,,,,,"Rabun",1006250
"G1302430","1970","Georgia","13","Randolph","243",,,,,"1800",,,,"Randolph",1451050
"G1302450","1970","Georgia","13","Richmond","245",,,,,"0600",,,,"Richmond",74753050
"G1302470","1970","Georgia","13","Rockdale","247",,,,,,,,,"Rockdale",1994550
"G1302490","1970","Georgia","13","Schley","249",,,,,,,,,"Schley",169000
"G1302510","1970","Georgia","13","Screven","251",,,,,,,,,"Screven",1806550
"G1302530","1970","Georgia","13","Seminole","253",,,,,,,,,"Seminole",698200
"G1302550","1970","Georgia","13","Spalding","255",,,,,,,,,"Spalding",6298150
"G1302570","1970","Georgia","13","Stephens","257",,,,,,,,,"Stephens",3028500
"G1302590","1970","Georgia","13","Stewart","259",,,,,,,,,"Stewart",755250
"G1302610","1970","Georgia","13","Sumter","261",,,,,,,,,"Sumter",6559250
"G1302630","1970","Georgia","13","Talbot","263",,,,,,,,,"Talbot",673200
"G1302650","1970","Georgia","13","Taliaferro","265",,,,,,,,,"Taliaferro",330650
"G1302670","1970","Georgia","13","Tattnall","267",,,,,,,,,"Tattnall",1463050
"G1302690","1970","Georgia","13","Taylor","269",,,,,,,,,"Taylor",779400
"G1302710","1970","Georgia","13","Telfair","271",,,,,,,,,"Telfair",1809650
"G1302730","1970","Georgia","13","Terrell","273",,,,,,,,,"Terrell",1750750
"G1302750","1970","Georgia","13","Thomas","275",,,,,,,,,"Thomas",6159800
"G1302770","1970","Georgia","13","Tift","277",,,,,,,,,"Tift",5453700
"G1302790","1970","Georgia","13","Toombs","279",,,,,,,,,"Toombs",3236700
"G1302810","1970","Georgia","13","Towns","281",,,,,,,,,"Towns",656750
"G1302830","1970","Georgia","13","Treutlen","283",,,,,,,,,"Treutlen",748550
"G1302850","1970","Georgia","13","Troup","285",,,,,,,,,"Troup",7902200
"G1302870","1970","Georgia","13","Turner","287",,,,,,,,,"Turner",1376150
"G1302890","1970","Georgia","13","Twiggs","289",,,,,,,,,"Twiggs",548600
"G1302910","1970","Georgia","13","Union","291",,,,,,,,,"Union",592900
"G1302930","1970","Georgia","13","Upson","293",,,,,"0600",,,,"Upson",3901700
"G1302950","1970","Georgia","13","Walker","295",,,,,"1560",,,,"Walker",6506300
"G1302970","1970","Georgia","13","Walton","297",,,,,,,,,"Walton",2850250
"G1302990","1970","Georgia","13","Ware","299",,,,,,,,,"Ware",5880000
"G1303010","1970","Georgia","13","Warren","301",,,,,,,,,"Warren",832050
"G1303030","1970","Georgia","13","Washington","303",,,,,,,,,"Washington",1965050
"G1303050","1970","Georgia","13","Wayne","305",,,,,,,,,"Wayne",2254600
"G1303070","1970","Georgia","13","Webster","307",,,,,,,,,"Webster",316450
"G1303090","1970","Georgia","13","Wheeler","309",,,,,,,,,"Wheeler",427000
"G1303110","1970","Georgia","13","White","311",,,,,,,,,"White",596700
"G1303130","1970","Georgia","13","Whitfield","313",,,,,,,,,"Whitfield",8823050
"G1303150","1970","Georgia","13","Wilcox","315",,,,,,,,,"Wilcox",846700
"G1303170","1970","Georgia","13","Wilkes","317",,,,,,,,,"Wilkes",1684050
"G1303190","1970","Georgia","13","Wilkinson","319",,,,,,,,,"Wilkinson",1024750
"G1303210","1970","Georgia","13","Worth","321",,,,,"1560",,,,"Worth",1463500
"G1500010","1970","Hawaii","15","Hawaii","001",,,,,,,,,"Hawaii",17925600
"G1500030","1970","Hawaii","15","Honolulu","003",,,,,"3320",,,,"Honolulu",316694750
"G1500070","1970","Hawaii","15","Kauai","007",,,,,,,,,"Kauai",9664000
"G1500090","1970","Hawaii","15","Maui","009",,,,,"3320",,,,"Maui",12317800
"G1600010","1970","Idaho","16","Ada","001",,,,,"1080",,,,"Ada",33418750
"G1600030","1970","Idaho","16","Adams","003",,,,,,,,,"Adams",597300
"G1600050","1970","Idaho","16","Bannock","005",,,,,,,,,"Bannock",14268300
"G1600070","1970","Idaho","16","Bear Lake","007",,,,,,,,,"Bear Lake",904550
"G1600090","1970","Idaho","16","Benewah","009",,,,,,,,,"Benewah",1665150
"G1600110","1970","Idaho","16","Bingham","011",,,,,,,,,"Bingham",4541800
"G1600130","1970","Idaho","16","Blaine","013",,,,,,,,,"Blaine",2944100
"G1600150","1970","Idaho","16","Boise","015",,,,,,,,,"Boise",390700
"G1600170","1970","Idaho","16","Bonner","017",,,,,,,,,"Bonner",2922100
"G1600190","1970","Idaho","16","Bonneville","019",,,,,,,,,"Bonneville",11512600
"G1600210","1970","Idaho","16","Boundary","021",,,,,,,,,"Boundary",1283450
"G1600230","1970","Idaho","16","Butte","023",,,,,,,,,"Butte",690000
"G1600250","1970","Idaho","16","Camas","025",,,,,,,,,"Camas",150150
"G1600270","1970","Idaho","16","Canyon","027",,,,,,,,,"Canyon",15046500
"G1600290","1970","Idaho","16","Caribou","029",,,,,,,,,"Caribou",841400
"G1600310","1970","Idaho","16","Cassia","031",,,,,,,,,"Cassia",3026750
"G1600330","1970","Idaho","16","Clark","033",,,,,,,,,"Clark",232550
"G1600350","1970","Idaho","16","Clearwater","035",,,,,,,,,"Clearwater",3193050
"G1600370","1970","Idaho","16","Custer","037",,,,,,,,,"Custer",539600
"G1600390","1970","Idaho","16","Elmore","039",,,,,,,,,"Elmore",6850600
"G1600410","1970","Idaho","16","Franklin","041",,,,,,,,,"Franklin",814100
"G1600430","1970","Idaho","16","Fremont","043",,,,,,,,,"Fremont",1774450
"G1600450","1970","Idaho","16","Gem","045",,,,,,,,,"Gem",1581650
"G1600470","1970","Idaho","16","Gooding","047",,,,,,,,,"Gooding",1523500
"G1600490","1970","Idaho","16","Idaho","049",,,,,,,,,"Idaho",3201100
"G1600510","1970","Idaho","16","Jefferson","051",,,,,,,,,"Jefferson",1593100
"G1600530","1970","Idaho","16","Jerome","053",,,,,,,,,"Jerome",1656500
"G1600550","1970","Idaho","16","Kootenai","055",,,,,,,,,"Kootenai",9078450
"G1600570","1970","Idaho","16","Latah","057",,,,,,,,,"Latah",11737250
"G1600590","1970","Idaho","16","Lemhi","059",,,,,,,,,"Lemhi",1131050
"G1600610","1970","Idaho","16","Lewis","061",,,,,,,,,"Lewis",1293150
"G1600630","1970","Idaho","16","Lincoln","063",,,,,,,,,"Lincoln",241800
"G1600650","1970","Idaho","16","Madison","065",,,,,,,,,"Madison",4275200
"G1600670","1970","Idaho","16","Minidoka","067",,,,,,,,,"Minidoka",2390900
"G1600690","1970","Idaho","16","Nez Perce","069",,,,,,,,,"Nez Perce",9806850
